Nummer,BetrieblicheBezeichnung,Gueltigkeit_BeginnGueltigkeit,E,N,H
ch:1:sloid:4774:0:477165,5,20230822,46.78102962812179,6.640869702680104,0
ch:1:sloid:5784:0:728566,1,20230426,46.443616659917865,8.663082913805864,0
ch:1:sloid:31413:0:649239,1,20210211,46.09863428656844,7.272602575275085,0
ch:1:sloid:70194:0:710534,1,20230426,46.686176743970584,6.605723646535639,0
ch:1:sloid:91540::336501,1,20210902,46.11768065955712,8.705730647315034,0
ch:1:sloid:91527::303601,1,20211212,46.156943846749456,8.773524604050348,0
ch:1:sloid:92945:0:115364,pomi03,20230913,46.230774449396634,6.127006971115068,0
ch:1:sloid:92970:0:569496,sion00,20230913,46.23355991657089,6.250725596116665,0
ch:1:sloid:88165:1:4,13,20010122,46.76050726102382,7.613464583014558,0
ch:1:sloid:76597:1:1,10,20151213,46.79910916777175,7.740153979900822,0
ch:1:sloid:82587:0:597573,2,20230427,47.36097669265485,7.351219904047143,0
ch:1:sloid:72125:0:843684,1,20230427,47.40250109264135,7.610034062620871,0
ch:1:sloid:92708:0:377425,cbgo01,20230913,46.19695686991912,6.194157394555192,0
ch:1:sloid:3461:0:141688,1,20220105,47.74558423005235,8.704459515943341,0
ch:1:sloid:31303:0:858352,2,20210211,46.736495730712136,9.117629122273202,0
ch:1:sloid:31323:0:583747,1,20210211,46.53062374311402,9.314262566264977,0
ch:1:sloid:7731:0:881099,1,20230426,46.81524490382365,7.4313364647796325,0
ch:1:sloid:93151:0:790852,bloc01,20230913,46.20908435377189,6.1000606841278895,0
ch:1:sloid:9268:0:535690,1,20220823,46.79388800564318,10.28662629493431,0
ch:1:sloid:8714:0:865013,2,20240203,47.131943458027344,7.505040772199995,0
ch:1:sloid:70032:0:852358,2,20230426,46.42097297983828,6.262910594526947,0
ch:1:sloid:91038::86,86,20201213,47.38001365555971,8.507466016026232,0
ch:1:sloid:91027::81,81,20201213,47.347281525562906,8.61467635633858,0
ch:1:sloid:4604:0:15450,2,20220101,46.826092041975066,7.093824930486259,0
ch:1:sloid:71965:0:948328,11,20230427,47.36217213775486,7.350185396370372,0
ch:1:sloid:73597:0:457860,1,20210401,47.24086882976705,8.933260419112173,0
ch:1:sloid:78190:1:2,2,20200703,47.523425298336115,7.645520605689306,0
ch:1:sloid:5392::48901,1,20210902,45.98333168774394,8.890534755570396,0
ch:1:sloid:70240:0:967361,2,20230426,46.77880245354351,6.62738889598354,0
ch:1:sloid:8054::4,#4,20210301,46.97881338227588,7.457741719110445,0
ch:1:sloid:71514:0:2,2,20190101,47.04908091104189,7.500187002487519,0
ch:1:sloid:89774::1,1,20230109,47.04303921013389,8.311814908317952,0
ch:1:sloid:75446:0:596445,1,20230427,46.09662516145368,9.062491090685453,0
ch:1:sloid:3370::50,50,20240223,47.42421408754742,8.700342828603885,0
ch:1:sloid:76804:1:5,14,20171210,46.74793952592818,7.535895049692473,0
ch:1:sloid:75241:0:563105,1,20230427,46.39616254759419,9.230893813878573,0
ch:1:sloid:75850:0:254593,2,20230427,46.03361262819771,8.864033580566074,0
ch:1:sloid:76286::80,80,20201213,47.48126502960851,8.449912462926205,0
ch:1:sloid:76794:1:3,11,19990101,46.71955594118792,7.543728363788693,0
ch:1:sloid:4470::44701,44701,20210101,47.11236839058419,7.228924816222018,0
ch:1:sloid:4172:0:631751,2,20230426,46.54052473282857,6.703856446494325,0
ch:1:sloid:4472::44721,44721,20210101,47.101871463031664,7.2194155746104665,0
ch:1:sloid:3093:0:182632,42,20211212,47.337970519762216,8.519774876583899,0
ch:1:sloid:73877:0:230693,1,20230427,47.208846928795175,9.022436924465758,0
ch:1:sloid:70190:0:152215,1,20230426,46.65811339354311,6.603844542607336,0
ch:1:sloid:70200:0:580872,1,20230426,46.71017430799668,6.56794889549205,0
ch:1:sloid:70196:0:652388,2,20230426,46.69789785923918,6.618016188820671,0
ch:1:sloid:70215:0:309910,2,20230426,46.64923000522677,6.702179166517083,0
ch:1:sloid:70197:0:780651,1,20230426,46.70355580652235,6.605559573813438,0
ch:1:sloid:70201:0:176465,1,20230426,46.65274023897087,6.615842328082111,0
ch:1:sloid:76777:0:333859,1,20230427,47.263123397894105,7.107932941756339,0
ch:1:sloid:93625::2,2,20230511,47.09172101047696,6.805430006626769,0
ch:1:sloid:93636::1,1,20230511,47.09808101050246,6.81304900665,0
ch:1:sloid:30097:0:625469,2,20210211,46.09915011312148,7.268657053701097,0
ch:1:sloid:30105:0:941449,1,20210211,46.122362350735735,7.218985830511616,0
ch:1:sloid:10647::1,1,20230511,47.005259010475164,6.745739006671827,0
ch:1:sloid:92050:0:2891,12,20230907,46.51848654316875,6.626317326175832,0
ch:1:sloid:75607:0:79602,1,20230427,45.8574609737772,8.968062953526882,0
ch:1:sloid:2961::51,51,20240223,47.239047910537636,8.539106857268232,0
ch:1:sloid:88392:0:324453,1,20231024,46.93817199880948,7.7947805428135855,0
ch:1:sloid:30171:0:45063,1,20210211,46.34120470318864,7.50741756502324,0
ch:1:sloid:73871:0:527231,1,20230427,47.15479748633707,9.048217235859491,0
ch:1:sloid:9084:0:605545,3,20210211,46.81950263552213,9.822778561067759,0
ch:1:sloid:76838:1:2,11,19990101,46.74913979818493,7.614389846217408,0
ch:1:sloid:72167:0:510131,1,20230427,47.4574009395158,7.442469075556188,0
ch:1:sloid:81976:0:272182,2,20230427,47.20695104700627,7.9782611190884305,0
ch:1:sloid:70226:0:271125,2,20230426,46.69599391854033,6.457054289143508,0
ch:1:sloid:94044:0:371064,2,20220506,46.76941123548098,6.6438320500619374,0
ch:1:sloid:94327:1:1,11,20100825,46.6215580067484,8.029923539489433,0
ch:1:sloid:83244:0:901901,1,20230427,46.23459181500999,7.859870608892289,0
ch:1:sloid:83257:0:575089,2,20230427,47.42050099664629,7.199690134284609,0
ch:1:sloid:77150::1,1,20230109,47.063530310115354,8.310287708298993,0
ch:1:sloid:5304:1:1,1,20230822,45.90378663894614,8.979538592931045,0
ch:1:sloid:77427:0:01,1,20230210,47.030960010016216,8.591200008521273,0
ch:1:sloid:77147::2,2,20230109,47.02273011009446,8.30905710821611,0
ch:1:sloid:94257::81,81,20201213,47.27445228513649,8.82529229671109,0
ch:1:sloid:90285::2,2,20230801,47.3790332761029,8.077847266776036,0
ch:1:sloid:93540::2,2,20230511,46.983034010489966,6.875535006804851,0
ch:1:sloid:3000:8:14,A14,20230822,47.378425458595025,8.539268020410468,0
ch:1:sloid:90119:0:1,1,20190722,46.93385989656485,7.415332203823974,0
ch:1:sloid:72262:0:820001,1,20230427,47.533775923911186,7.884708541345329,0
ch:1:sloid:75359:0:678979,2,20230427,46.06674124528816,8.966881254384433,0
ch:1:sloid:82711:0:179459,2,20231020,46.228751877258055,7.362038798691013,0
ch:1:sloid:87801:0:864658,1,20230427,46.970572058993454,7.239862749727326,0
ch:1:sloid:88737::51,51,20240223,47.45488962855069,8.591578030337331,0
ch:1:sloid:8157::81572,81572,20210101,47.25816462275523,7.710391964754922,0
ch:1:sloid:71769:0:297384,1,20230427,46.95467306482638,7.661304787297467,0
ch:1:sloid:71393:0:9,9,20190722,46.94072349660449,7.431744406082013,0
ch:1:sloid:74558:0:278223,1,20230427,46.9696360230966,9.482591142933538,0
ch:1:sloid:90016:0:2,2,20190722,46.93759539743729,7.432229503189924,0
ch:1:sloid:90018:0:1,1,20190722,46.963932995572975,7.447545699961463,0
ch:1:sloid:77229:0:546783,2,20230427,45.92621152043935,8.98158737619147,0
ch:1:sloid:87642::2,2,20210201,47.0646072101009,8.406686008331139,0
ch:1:sloid:7392:0:878149,1,20210211,46.62316987080273,8.001947339485419,0
ch:1:sloid:71165:0:840055,1,20230427,46.340978635165044,7.983723779859094,0
ch:1:sloid:78046:0:02,2,20230706,47.36816111358886,7.883642205019291,0
ch:1:sloid:90056:0:2,2,20190722,46.929001501041135,7.416212501258203,0
ch:1:sloid:75022:0:120540,1,20230427,46.788037681567445,9.201526483942594,0
ch:1:sloid:7384:0:556843,2,20221103,46.59810170032749,7.908049117105772,0
ch:1:sloid:88079:0:69951,1,20230427,46.893713519798084,7.351712637163937,0
ch:1:sloid:70887:0:157565,2,20230427,46.20383454850738,7.374889909297289,0
ch:1:sloid:78012:0:01,1,20230706,47.37211873366786,7.991967006800326,0
ch:1:sloid:89968:0:02,2,20210401,47.093727356951696,7.156214211999784,0
ch:1:sloid:78042:0:01,1,20230706,47.37766524023619,7.8725853159920645,0
ch:1:sloid:9873:0:462850,4,20230426,46.945820903252816,10.362427612441365,0
ch:1:sloid:9892:0:2565,2,20230426,46.74658141276403,9.338556966713002,0
ch:1:sloid:89777::1,1,20210201,47.05373251013618,8.355940108334357,0
ch:1:sloid:77416:0:1,1,20220301,47.09602546907928,8.51639698212384,0
ch:1:sloid:92032:0:1306,2,20230907,46.530468632609896,6.616230844062028,0
ch:1:sloid:91015::12,12,20201213,47.514665158249365,8.683264561904927,0
ch:1:sloid:81299:0:492823,1,20230427,46.29269430176997,7.558304672812553,0
ch:1:sloid:81303:0:896204,1,20230427,46.51035903175384,8.688268558408051,0
ch:1:sloid:77576:0:1,1,20220301,47.17342401604339,8.506782330241045,0
ch:1:sloid:7994:0:994381,1,20231201,47.02606166434883,7.329276292824743,0
ch:1:sloid:94845:0:805443,1,20230427,45.9035259393374,8.97398902541945,0
ch:1:sloid:94214::422802,2,20230817,46.01267468639353,8.930840279328045,0
ch:1:sloid:94274:0:245416,1,20230808,47.149466353995194,7.233315523213936,0
ch:1:sloid:93867:0:1802,1,20230907,46.52875734902818,6.572435375238837,0
ch:1:sloid:93864:0:1,1,20220930,47.20052894176218,7.4198084223086065,0
ch:1:sloid:77936:0:1,1,20220930,47.170159347778586,7.405363477243316,0
ch:1:sloid:76559:2:18,16,19980101,46.75801487103483,7.626795575057005,0
ch:1:sloid:76559:1:6,19,19980101,46.75738714086099,7.627496256797261,0
ch:1:sloid:3391:0:940975,1,20230426,47.27724227690692,8.975582088888013,0
ch:1:sloid:3384:0:622540,1,20230426,47.206806426254616,9.036634301582398,0
ch:1:sloid:83200:0:489711,2,20230427,46.8204230727649,6.978673646941886,0
ch:1:sloid:671:0:711680,1,20230426,47.35792906685359,7.29125061933552,0
ch:1:sloid:70554:0:65751,4,20231210,46.897415531652804,7.235699033657587,0
ch:1:sloid:79608::2,2,20230511,47.05596201046203,6.891223006760511,0
ch:1:sloid:80344:0:744044,1,20230427,46.47618368623409,7.317519852263368,0
ch:1:sloid:6774:0:912256,2,20230627,47.35189027115377,9.249297263453936,0
ch:1:sloid:76046::50,50,20240223,47.30058814412378,8.844379605505232,0
ch:1:sloid:10483:0:259441,2,20230426,46.815894545971325,9.314526674095474,0
ch:1:sloid:10485:0:797423,1,20230426,46.81669384561409,9.359564545047009,0
ch:1:sloid:81106:0:339151,1,20230427,47.483795361171175,8.171266905649697,0
ch:1:sloid:80923:0:777668,2,20230427,46.550281673404974,9.320982663324203,0
ch:1:sloid:2992::50,50,20240223,47.28589472259061,8.527883720192921,0
ch:1:sloid:3000:502:42,S42,20240219,47.378852010124895,8.53905400833545,0
ch:1:sloid:3000:4:6,A6,20240219,47.377900010141346,8.538714008379817,0
ch:1:sloid:88961:0:452003,2,20230208,47.42057644903639,9.314902762803042,0
ch:1:sloid:88953:1:2,2,20200703,47.55123640018148,7.610862498148804,0
ch:1:sloid:30585:0:72474,2,20210211,46.722023195535165,9.530479981490396,0
ch:1:sloid:667:0:439463,2,20230426,47.36159349604991,7.3899910708839815,0
ch:1:sloid:3221:2:3,3,20230822,47.18282627908381,8.898951052111395,0
ch:1:sloid:74647:0:466408,1,20230427,46.60624858229858,10.379986263388,0
ch:1:sloid:4251::1,1,20230511,47.05622391046366,6.889999906735427,0
ch:1:sloid:83700:0:362993,2,20230427,47.00629495538954,6.683843399635207,0
ch:1:sloid:77937:0:1,1,20220930,47.16593254512645,7.407938018612312,0
ch:1:sloid:77946:0:1,1,20220930,47.184348558463086,7.374204660873173,0
ch:1:sloid:73430:0:401697,1,20230427,47.61204708755937,9.258417927142249,0
ch:1:sloid:31139:0:883332,1,20210211,46.42133385766197,8.090429660785095,0
ch:1:sloid:74305:0:01,1,20221211,47.21607216013641,9.447843909726428,0
ch:1:sloid:71:1:3,3,20200703,47.54373419547081,7.578361894448714,0
ch:1:sloid:78779:0:507544,2,20230427,47.58725876705929,8.291838000203748,0
ch:1:sloid:78262:1:2,2,20200703,47.47126139588423,7.813661400827212,0
ch:1:sloid:90007:0:2,2,20190722,46.959285695741094,7.497878405436593,0
ch:1:sloid:78879:0:39085,1,20230427,45.92453476337135,8.93525740004863,0
ch:1:sloid:80236:0:857210,1,20230427,47.13308996787688,8.439527576315493,0
ch:1:sloid:94052:0:714993,1,20221211,46.772339929824255,6.654495052457145,0
ch:1:sloid:89203:0:1,1,20220301,47.14523428349702,8.434309255363782,0
ch:1:sloid:75401:0:385420,1,20230427,45.99576632815728,8.886282408329711,0
ch:1:sloid:2712::1,01,20221211,47.312408410275474,7.920751307766244,0
ch:1:sloid:75382:0:258109,1,20230427,46.01500861608503,8.90729841192026,0
ch:1:sloid:1042:1:1,312,20230822,46.47500854364373,6.427876185310728,0
ch:1:sloid:1336:0:301902,1,20210211,46.090670044877314,7.943163076709977,0
ch:1:sloid:75385:0:191674,2,20230427,46.02646067989561,8.908768683974102,0
ch:1:sloid:93526::935262,2,20230210,47.20595723502451,7.785123410029553,0
ch:1:sloid:81399:0:47732,2,20230427,47.42761176922513,9.50430162039827,0
ch:1:sloid:87856:0:02,2,20230210,47.13171001007443,8.697200008554665,0
ch:1:sloid:4172:0:451412,1,20230426,46.5407945042303,6.703839740598582,0
ch:1:sloid:74805:0:662222,1,20230427,46.40148898468804,10.0667872434823,0
ch:1:sloid:95662::2,2,20210201,47.15866011025256,8.115649808019786,0
ch:1:sloid:2986::50,50,20240223,47.2272392479782,8.549163910312444,0
ch:1:sloid:3086:0:582242,112,20211212,47.3516659231154,8.526305628710968,0
ch:1:sloid:3179::50,50,20240223,47.32205818792935,8.797332171247016,0
ch:1:sloid:90071:0:1,1,20190722,46.95085470175645,7.48522109634151,0
ch:1:sloid:89869:0:463754,1,20230607,46.497714147836994,7.682346473919205,0
ch:1:sloid:78113:0:1,1,20230425,47.19997490220657,7.595755187072155,0
ch:1:sloid:8494:0:512809,Rotair Tal,20210817,46.78251495850408,8.417329189033222,0
ch:1:sloid:89899:0:228147,2,20230208,47.40693045359037,9.334618594640501,0
ch:1:sloid:78221:1:1,1,20200703,47.48858640035173,7.604012803676983,0
ch:1:sloid:78104:0:2,2,20230425,47.21402981216044,7.532881293705082,0
ch:1:sloid:75716:0:334347,1,20230427,46.48669445304072,8.789906158646383,0
ch:1:sloid:70127:0:792858,2,20230426,46.507991895528555,6.312018438852307,0
ch:1:sloid:89697::2,2,20230109,47.033917310107356,8.270654108194863,0
ch:1:sloid:3000:8:15,A15,20230822,47.37850561816902,8.539314807368486,0
ch:1:sloid:1171:0:1321,1,20230109,46.60009472456972,6.613264480487539,0
ch:1:sloid:75458:0:902766,2,20230427,46.08832393942331,9.04908017244032,0
ch:1:sloid:80414:0:566550,2,20230427,46.911241426690005,7.60427503012459,0
ch:1:sloid:92026:0:1098,2,20230907,46.51213284035947,6.629748546945073,0
ch:1:sloid:6036:1:1,506,20230822,47.52811165438709,8.754773246979921,0
ch:1:sloid:83419:0:948904,2,20230427,46.2308480828425,7.348453717753906,0
ch:1:sloid:77833:0:15628,1,20220101,46.91023685975239,6.953369994637629,0
ch:1:sloid:76568:1:3,10,20000528,46.812949896298406,7.692444461587164,0
ch:1:sloid:77281:0:998864,2,20220506,46.730732618904355,6.51416922176994,0
ch:1:sloid:3197::51,51,20240223,47.25246854432872,8.770181408381665,0
ch:1:sloid:3196::51,51,20240223,47.25717861312546,8.801284222027634,0
ch:1:sloid:5798:0:612281,2,20230426,46.500012402672695,8.49986501319215,0
ch:1:sloid:5613:0:672743,2,20230426,46.15214891317796,8.895005091043934,0
ch:1:sloid:78118:0:2,2,20230425,47.18996308965159,7.637144615438796,0
ch:1:sloid:89891:0:02,2,20221211,47.053104184022004,9.426674052619644,0
ch:1:sloid:79748:0:367604,2,20230427,46.94985938623888,7.436333673857407,0
ch:1:sloid:79806:0:529155,1,20230427,46.68648917148501,7.8432341021361,0
ch:1:sloid:80561:0:905976,2,20230427,46.74453253008878,9.556618042952215,0
ch:1:sloid:80360:0:225046,1,20230427,47.34323414773851,8.28371355174607,0
ch:1:sloid:2202:2:3,3,20230822,47.142559838512355,8.433285065005125,0
ch:1:sloid:78066:0:720904,2,20230427,46.9038929545503,6.76045126695645,0
ch:1:sloid:94683:1:1,1,20200703,47.512874400392406,7.624797198633825,0
ch:1:sloid:89363:1:2,2,20200703,47.56094329475041,7.620824699187593,0
ch:1:sloid:89361:1:2,2,20200703,47.55457999627569,7.579619998239308,0
ch:1:sloid:76562:1:3,11,19980101,46.75411297366154,7.665117705030424,0
ch:1:sloid:92524:0:834327,02,20230119,47.710930513137086,8.640346754007625,0
ch:1:sloid:87208:0:01,1,20221211,47.552109400928494,9.374247090787605,0
ch:1:sloid:87031:0:10374,alvi01,20230913,46.16950447602833,6.001143854357453,0
ch:1:sloid:87047:0:707663,ccol02,20230913,46.21205359028146,6.183447683592869,0
ch:1:sloid:94319:1:2,11,20100825,46.668304560461,8.120321007536935,0
ch:1:sloid:94322:1:2,11,20100825,46.63923764522805,8.031288984081957,0
ch:1:sloid:8032:0:914599,1,20230426,46.91877736350112,9.778652587646166,0
ch:1:sloid:3183::50,50,20240223,47.28145135078694,8.760170161900643,0
ch:1:sloid:3189::51,51,20240223,47.332365625326084,8.711481312904745,0
ch:1:sloid:3187::53,53,20240223,47.256873538050634,8.7033664956699,0
ch:1:sloid:3187::50,50,20240223,47.25682755769397,8.704277108924684,0
ch:1:sloid:3189::50,50,20240223,47.332116296284795,8.711250423162557,0
ch:1:sloid:3251::50,50,20240223,47.32675952797619,8.799912828753879,0
ch:1:sloid:8691:0:82103,2,20230426,46.96467816392241,8.116793805075996,0
ch:1:sloid:7475:0:752635,3,20210817,46.495431193409765,7.671181342845343,0
ch:1:sloid:95636:1:2,2,20200703,47.51851999905804,7.614899401938177,0
ch:1:sloid:94976:0:705705,2,20230607,46.456682916745095,7.45423453992068,0
ch:1:sloid:87029:0:611469,anrs01,20230913,46.276875068139184,6.223160713138609,0
ch:1:sloid:30219:0:893045,1,20210211,46.01708578422013,7.770926990858709,0
ch:1:sloid:75340:0:787799,1,20230427,46.024124897339654,8.951301275945774,0
ch:1:sloid:91038::84,84,20201213,47.38031256733197,8.51306065081822,0
ch:1:sloid:77428:0:01,1,20230210,47.03159001003691,8.586510008487675,0
ch:1:sloid:89726::2,2,20210201,47.03012121011707,8.296687308308504,0
ch:1:sloid:89738::1,1,20210201,47.032888710098305,8.268767608269565,0
ch:1:sloid:10376:0:63676,1,20230426,47.36652110220372,7.344829712238988,0
ch:1:sloid:75273:0:871740,1,20230427,46.00597268435927,8.945634382241755,0
ch:1:sloid:72000:0:200800,2,20230427,47.32778057817158,7.342543827276173,0
ch:1:sloid:88159:1:1,1,20200703,47.5308043971092,7.653012503556609,0
ch:1:sloid:3060::0,0,20240223,47.288329258682886,8.709294314422172,0
ch:1:sloid:3161::50,50,20240223,47.260877669755516,8.82974989543867,0
ch:1:sloid:3361::50,50,20240223,47.238578864068245,8.74821261081857,0
ch:1:sloid:3366::51,51,20240223,47.29884125250289,8.86648364654643,0
ch:1:sloid:87706:0:777244,1,20230427,46.32929166255786,8.011370876593578,0
ch:1:sloid:80130:0:162107,1,20230427,46.48546751156723,8.790188166235566,0
ch:1:sloid:76677:0:197001,1,20231024,46.94967736129102,7.890244508068239,0
ch:1:sloid:71946:0:701264,1,20230427,47.280427273001166,7.173092402473378,0
ch:1:sloid:90033:0:1,1,20190722,46.948604195161565,7.456358197344765,0
ch:1:sloid:70979:0:107484,2,20230427,46.069112092417946,7.025458614124975,0
ch:1:sloid:77899:0:900229,1,20230427,46.90388123150597,7.16211087513346,0
ch:1:sloid:74215:0:140569,2,20230427,47.38923687593856,9.375097745939227,0
ch:1:sloid:89307:1:4,4,20200703,47.57062249829466,7.616649194829065,0
ch:1:sloid:57033::50,50,20240223,47.45912239487561,8.490009436398475,0
ch:1:sloid:76255::50,50,20240223,47.452149676347766,8.462116354272059,0
ch:1:sloid:3593:0:998803,2,20230426,47.52408535471579,8.246354143117497,0
ch:1:sloid:78443:0:01,1,20211212,47.39700815336053,9.64087207174501,0
ch:1:sloid:79867:0:427835,1,20230427,46.883211632829685,7.417222539545142,0
ch:1:sloid:79539:0:01,1,20221211,46.375606886229946,7.6253548118475045,0
ch:1:sloid:94121:0:3,3,20220930,47.194550469298356,7.397522649584986,0
ch:1:sloid:91984:0:1212,5,20230907,46.52794382128634,6.624141866903208,0
ch:1:sloid:91981:0:769,1,20230907,46.51565242122991,6.64533323448498,0
ch:1:sloid:5407:0:1,1,20230822,46.13539375681329,8.807578978508824,0
ch:1:sloid:7110:0:17,17,20190722,46.94715689633928,7.447806296232527,0
ch:1:sloid:95931:0:2,2,20190722,46.93586569883008,7.430208296246049,0
ch:1:sloid:75454:0:494098,2,20230427,46.07979491100356,9.019169269646259,0
ch:1:sloid:75251:0:796962,1,20230427,45.93822781452847,8.934613162896795,0
ch:1:sloid:78257:1:1,1,20200703,47.45015939788565,7.763564401246301,0
ch:1:sloid:87793:0:16023,2,20220101,46.75675786519226,7.149779660808043,0
ch:1:sloid:70796:0:633145,1,20230427,46.299408304568225,7.405678157264411,0
ch:1:sloid:7894:0:936912,1,20230426,46.680440423469236,7.864049239426633,0
ch:1:sloid:94099:0:1,1,20220930,47.202813633871195,7.420045140695069,0
ch:1:sloid:2528:0:162817,02,20230118,47.71551809179638,8.658007632554051,0
ch:1:sloid:75385:0:337620,1,20230427,46.02697710010672,8.909182979763141,0
ch:1:sloid:30229:0:703920,1,20210211,46.133530729336826,7.9520214547241,0
ch:1:sloid:93497:1:1,1,20200703,47.49403670055729,7.610120793936056,0
ch:1:sloid:3584:0:280985,2,20230426,47.56086110536324,8.286896181191526,0
ch:1:sloid:82697:0:95355,1,20230427,46.45081418109282,6.287384034028942,0
ch:1:sloid:82718:0:612880,1,20230427,47.59424010632887,8.80418091621669,0
ch:1:sloid:82697:0:651736,2,20230427,46.450863251657175,6.287786495136182,0
ch:1:sloid:91382::81,81,20201213,47.41057909408662,8.546599391267254,0
ch:1:sloid:9780:0:275238,2,20230426,47.20398570344193,9.442319776536698,0
ch:1:sloid:76144:0:34598,2,20230427,46.939747728894,7.597598768803799,0
ch:1:sloid:93004:0:908664,mepr04,20230913,46.24321700193753,6.22648637587966,0
ch:1:sloid:76391:0:07,7,20220218,47.133701929867854,7.2423346086535245,0
ch:1:sloid:8700::87002,2,20230210,47.173006310987525,7.727411943149148,0
ch:1:sloid:3364::51,51,20240223,47.31552932465471,8.720921033625855,0
ch:1:sloid:3358::50,50,20240223,47.25023646923538,8.841535161862117,0
ch:1:sloid:3354::50,50,20240223,47.239452156944914,8.822785617415887,0
ch:1:sloid:31308:0:678455,1,20210211,47.15197711409684,9.178249740753223,0
ch:1:sloid:71375:0:527564,2,20230427,46.99607689021965,7.39532494598889,0
ch:1:sloid:82987:0:895023,1,20230427,46.58653749929934,7.724758688556442,0
ch:1:sloid:83036:0:1,1,20190101,47.07798190989039,7.310148411061245,0
ch:1:sloid:6044:0:2,2,20230822,47.48978232971055,8.71027658586886,0
ch:1:sloid:7292:0:244811,1,20211212,46.627240068594766,7.389927810094575,0
ch:1:sloid:74906:0:458461,2,20230427,46.704098899549464,9.440197100739102,0
ch:1:sloid:76582:1:9,12,20000528,46.77133089301276,7.631188335478267,0
ch:1:sloid:76530:1:2,10,20131215,46.61934301869198,8.024470775400506,0
ch:1:sloid:76555:1:2,10,19980101,46.76370719926529,7.633092760853613,0
ch:1:sloid:77731:0:16078,2,20220101,46.60883208353422,7.065545641922044,0
ch:1:sloid:75406:0:580674,1,20230427,46.015558063760864,8.85600840177131,0
ch:1:sloid:72162:0:66678,1,20230427,47.47545022815228,7.489324494450278,0
ch:1:sloid:74339:0:01,1,20221211,47.09297999383071,9.457678916228835,0
ch:1:sloid:93293:0:17070,1,20220101,46.61795499378515,7.024423617010735,0
ch:1:sloid:89280:0:158496,2,20230427,46.90030159349245,7.697630151104222,0
ch:1:sloid:3482:0:273174,02,20230126,47.69444453678296,8.601755129364626,0
ch:1:sloid:83876:0:528994,1,20230427,46.37619042630447,8.91563904295242,0
ch:1:sloid:77677:0:16287,1,20220101,46.59350083162619,6.857356329363103,0
ch:1:sloid:82808:0:894255,1,20230427,47.58068194685636,9.069587566678358,0
ch:1:sloid:89487:1:1,1,20200703,47.5689360973921,7.644361697278601,0
ch:1:sloid:78074:0:373774,1,20230427,47.024218351828054,7.324611868417795,0
ch:1:sloid:78521:0:02,2,20221211,47.44078171795563,9.049673096887961,0
ch:1:sloid:3000:3:4,A4,20230822,47.37770905514346,8.538835990427293,0
ch:1:sloid:77331::2,2,20230109,47.13548631018571,8.128971808088906,0
ch:1:sloid:73857:0:593599,1,20230427,47.22618680298863,8.949180232911196,0
ch:1:sloid:77322::1,1,20230109,47.162221110236395,8.044943407988846,0
ch:1:sloid:89714::1,1,20210201,47.02870061015607,8.284146808238832,0
ch:1:sloid:92116:0:1177,1,20230907,46.53416437118487,6.625990419111331,0
ch:1:sloid:89723::1,1,20230109,47.03719281009512,8.293103008182246,0
ch:1:sloid:11078:0:999004,1,20230406,47.12764001025023,7.905660007799503,0
ch:1:sloid:3380::50,50,20240223,47.456315088754295,8.693172934001751,0
ch:1:sloid:3371::51,51,20240223,47.41664555544806,8.71703427144795,0
ch:1:sloid:3373::50,50,20240223,47.43156527548877,8.763684477908242,0
ch:1:sloid:8766:0:361525,1,20230426,46.74763086857359,8.181922758708328,0
ch:1:sloid:95672:0:715292,psus01,20230913,46.2003338820416,6.036719972423213,0
ch:1:sloid:82155:0:122245,1,20230427,47.409526607500204,7.320149236304215,0
ch:1:sloid:883:0:159554,1,20230426,47.270956252454056,7.1137252781037015,0
ch:1:sloid:70253:0:345229,1,20230426,46.80947530599825,6.646147097028319,0
ch:1:sloid:73774:0:793089,2,20230427,47.11271910900179,8.778369269140374,0
ch:1:sloid:74746:0:554408,1,20230427,46.839718031722256,9.605239670962032,0
ch:1:sloid:74479:0:109019,1,20230427,47.23166284907766,9.03864565529905,0
ch:1:sloid:77791:0:15717,1,20220101,46.78690362812582,7.075126325666272,0
ch:1:sloid:82642:0:798935,1,20230427,47.35626983508087,7.97877812246034,0
ch:1:sloid:3577:0:496964,2,20230426,47.22816266131167,9.003331128692821,0
ch:1:sloid:3884:0:744756,2,20230426,47.55674677174448,8.362725021989649,0
ch:1:sloid:5735:0:807613,1,20230426,46.13014765334696,7.936088163537649,0
ch:1:sloid:90171:0:02,2,20200507,47.47351548956577,8.292016503932677,0
ch:1:sloid:77786:0:15169,1,20220101,46.7986729694031,7.131176111871531,0
ch:1:sloid:89612:0:856723,1,20230208,47.42323588497581,9.361102742636069,0
ch:1:sloid:74604:0:997563,2,20230427,46.657816143671205,9.28817835075977,0
ch:1:sloid:30113:0:842365,1,20210211,46.13494192263718,7.3156702629504275,0
ch:1:sloid:94272:0:269173,2,20230808,47.149686289601114,7.23861558343817,0
ch:1:sloid:73313:0:271566,1,20230427,47.561560851713686,8.88647861275738,0
ch:1:sloid:75635:0:786812,2,20230427,45.87325267217107,8.948642767951489,0
ch:1:sloid:95965:0:02,2,20210401,47.11313494575521,7.2507543215411365,0
ch:1:sloid:3390::50,50,20240223,47.27802640873478,8.921908890894782,0
ch:1:sloid:3386::50,50,20240223,47.26377979296888,8.950045391875971,0
